seed,noise_rate,lambda,peak_test_mse,peak_p_over_n,peak_test_acc,peak_solution_norm,peak_regularized_condition_number,peak_effective_degrees_of_freedom,best_test_acc,best_acc_p_over_n
1024,0.1,0.01,0.1310523020863597,0.9,61.06,46.788602023815656,14324.738754561313,803.0424255415963,89.01,8.0
1024,0.1,0.1,0.06751349793010185,0.05,60.64000000000001,3.473318040306223,24.45261551032512,49.637416954590385,90.27,8.0
1024,0.1,1.0,0.06729528013604398,0.05,60.6,3.299883553887826,21.939726050630952,46.63257105850305,90.7,8.0
1024,0.2,0.0,294099.3784891481,1.0,11.29,82074.5506413626,2172139507781.5898,999.9869632627618,82.42,8.0
1024,0.2,1e-10,54621.64337225388,1.0,11.41,35370.14386758782,948311207401.1633,999.4307846597433,82.42,8.0
1024,0.2,1e-08,35.388467823053894,1.0,12.370000000000001,910.1915569984687,16537792485.523811,998.997184204612,82.42,8.0
1024,0.2,1e-06,12.337327399936337,1.0,12.370000000000001,543.8893903873418,166617426.84553382,998.1469804509779,82.42,8.0
1024,0.2,0.0001,1.5960268452055604,1.02,21.95,191.95384050797338,1134213.273982495,988.2996014577221,82.42,8.0
1024,0.2,0.01,0.17257457920797845,0.98,51.77,56.8171644607225,15333.407392107927,839.7541923929148,83.26,8.0
1024,0.2,0.1,0.06850059756194551,0.05,58.230000000000004,3.267874792960638,24.45261551032512,49.637416954590385,86.6,8.0
1024,0.2,1.0,0.06834025868086326,0.05,58.42,3.0977220289955265,21.939726050630952,46.63257105850305,89.75999999999999,8.0
1024,0.4,0.0,343135.67163193383,1.0,11.42,88647.63459587928,2172139507781.5898,999.9869632627618,61.28,8.0
1024,0.4,1e-10,63745.094331036045,1.0,11.379999999999999,38204.552322667616,948311207401.1633,999.4307846597433,61.28,8.0
1024,0.4,1e-08,48.42170076798223,1.0,11.540000000000001,1062.1496375653544,16537792485.523811,998.997184204612,61.28,8.0
1024,0.4,1e-06,19.702795724532102,1.0,12.16,687.5095134011431,166617426.84553382,998.1469804509779,61.28,8.0
1024,0.4,0.0001,2.433967370669429,1.02,15.27,237.02755833566525,1134213.273982495,988.2996014577221,61.28,8.0
1024,0.4,0.01,0.24327629820119032,0.98,34.65,67.01542669627325,15333.407392107927,839.7541923929148,63.53,8.0
1024,0.4,0.1,0.09128404566325396,0.8,53.14,28.37369330242931,1438.3263323427213,567.4202519780467,71.78,8.0
1024,0.4,1.0,0.07343140214569406,0.05,51.81,2.5288288948014785,21.939726050630952,46.63257105850305,82.73,5.0
